,index,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,Tenure_month,FALSE,has_churned,has_phone,has_internet,has_internet_and_phone,partner_dependents,Start_day,Monthly_charges,Validation,Contract Type,Phone Type,Internet Type,Monthly Tenure,single_no_dependents,projected
778,6947,9851-KIELU,Male,0,No,No,1,2,0,Electronic check,110.1,1043.3,Yes,9.5,False,True,True,True,True,0,2020-05-02,110.1,1,Month-to-Month,One Line,Fiber Optic,9.0,1,0
779,180,0295-PPHDO,Male,0,No,No,2,2,0,Electronic check,95.45,95.45,Yes,1.0,False,True,True,True,True,0,2021-01-02,95.45,1,Month-to-Month,Two or More Lines,Fiber Optic,1.0,1,0
780,198,0311-UNPFF,Female,0,No,No,1,2,0,Bank transfer (automatic),88.8,2274.35,Yes,25.6,True,True,True,True,True,0,2019-01-02,88.8,1,Month-to-Month,One Line,Fiber Optic,26.0,1,0
781,6943,9846-GKXAS,Female,0,No,No,1,2,0,Bank transfer (automatic),90.8,809.75,Yes,8.9,True,True,True,True,True,0,2020-06-02,90.8,1,Month-to-Month,One Line,Fiber Optic,9.0,1,0
782,190,0306-JAELE,Male,0,No,No,1,2,0,Electronic check,96.1,453.4,Yes,4.7,False,True,True,True,True,0,2020-10-02,96.1,1,Month-to-Month,One Line,Fiber Optic,5.0,1,0
783,6917,9820-RMCQV,Female,0,No,No,1,1,0,Credit card (automatic),48.55,501.0,Yes,10.3,True,True,True,True,True,0,2020-04-02,48.55,1,Month-to-Month,One Line,DSL,10.0,1,0
784,281,0415-MOSGF,Female,0,No,No,1,1,0,Mailed check,44.4,44.4,Yes,1.0,True,True,True,True,True,0,2021-01-02,44.4,1,Month-to-Month,One Line,DSL,1.0,1,0
785,6891,9787-XVQIU,Male,0,No,No,2,2,0,Electronic check,75.3,75.3,Yes,1.0,False,True,True,True,True,0,2021-01-02,75.3,1,Month-to-Month,Two or More Lines,Fiber Optic,1.0,1,0
786,289,0426-TIRNE,Female,0,No,No,1,0,0,Mailed check,20.9,20.9,Yes,1.0,True,True,True,False,False,0,2021-01-02,20.9,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
787,246,0375-HVGXO,Female,0,No,No,0,1,0,Electronic check,34.7,34.7,Yes,1.0,True,True,False,True,False,0,2021-01-02,34.7,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
788,248,0376-YMCJC,Male,0,No,No,2,2,0,Electronic check,90.6,1943.2,Yes,21.4,False,True,True,True,True,0,2019-05-02,90.6,1,Month-to-Month,Two or More Lines,Fiber Optic,21.0,1,0
789,252,0378-TOVMS,Female,0,No,No,1,2,0,Electronic check,85.8,272.2,Yes,3.2,True,True,True,True,True,0,2020-11-02,85.8,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
790,6911,9809-IMGCQ,Male,1,No,No,2,2,0,Electronic check,96.7,2082.95,Yes,21.5,False,True,True,True,True,0,2019-05-02,96.7,1,Month-to-Month,Two or More Lines,Fiber Optic,22.0,1,0
791,6909,9804-ICWBG,Male,0,No,No,1,2,0,Electronic check,69.9,69.9,Yes,1.0,False,True,True,True,True,0,2021-01-02,69.9,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
792,6905,9801-GDWGV,Female,0,No,No,2,2,0,Electronic check,103.45,3994.45,Yes,38.6,True,True,True,True,True,0,2017-12-02,103.45,1,Month-to-Month,Two or More Lines,Fiber Optic,39.0,1,0
793,271,0402-CQAJN,Female,0,No,No,2,2,0,Bank transfer (automatic),101.9,3545.35,Yes,34.8,True,True,True,True,True,0,2018-04-02,101.9,1,Month-to-Month,Two or More Lines,Fiber Optic,35.0,1,0
794,274,0404-SWRVG,Male,0,No,No,2,2,0,Electronic check,74.4,229.55,Yes,3.1,False,True,True,True,True,0,2020-11-02,74.4,1,Month-to-Month,Two or More Lines,Fiber Optic,3.0,1,0
795,167,0268-QKIWO,Female,0,No,No,1,0,0,Electronic check,19.75,58.85,Yes,3.0,True,True,True,False,False,0,2020-12-02,19.75,1,Month-to-Month,One Line,No Internet Service,3.0,1,0
796,63,0107-WESLM,Male,0,No,No,1,0,0,Electronic check,19.85,19.85,Yes,1.0,False,True,True,False,False,0,2021-01-02,19.85,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
797,53,0093-XWZFY,Male,0,No,No,2,2,0,Credit card (automatic),104.5,4036.85,Yes,38.6,False,True,True,True,True,0,2017-12-02,104.5,1,Month-to-Month,Two or More Lines,Fiber Optic,39.0,1,0
798,54,0094-OIFMO,Female,1,No,No,1,2,0,Electronic check,95.0,1120.3,Yes,11.8,True,True,True,True,True,0,2020-03-02,95,1,Month-to-Month,One Line,Fiber Optic,12.0,1,0
799,7012,9947-OTFQU,Male,1,No,No,1,2,0,Electronic check,74.4,1074.3,Yes,14.4,False,True,True,True,True,0,2019-12-02,74.4,1,Month-to-Month,One Line,Fiber Optic,14.0,1,0
800,7010,9944-HKVVB,Female,0,No,No,1,2,0,Electronic check,95.1,307.4,Yes,3.2,True,True,True,True,True,0,2020-11-02,95.1,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
801,7007,9940-RHLFB,Female,0,No,No,1,2,0,Electronic check,75.3,75.3,Yes,1.0,True,True,True,True,True,0,2021-01-02,75.3,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
802,75,0122-OAHPZ,Female,0,No,No,2,2,0,Electronic check,73.85,511.25,Yes,6.9,True,True,True,True,True,0,2020-08-02,73.85,1,Month-to-Month,Two or More Lines,Fiber Optic,7.0,1,0
803,77,0125-LZQXK,Male,0,No,No,1,2,0,Electronic check,101.35,1553.95,Yes,15.3,False,True,True,True,True,0,2019-11-02,101.35,1,Month-to-Month,One Line,Fiber Optic,15.0,1,0
804,7020,9961-JBNMK,Male,1,No,No,1,2,0,Bank transfer (automatic),96.8,2030.3,Yes,21.0,False,True,True,True,True,0,2019-06-02,96.8,1,Month-to-Month,One Line,Fiber Optic,21.0,1,0
805,2,0004-TLHLJ,Male,0,No,No,1,2,0,Electronic check,73.9,280.85,Yes,3.8,False,True,True,True,True,0,2020-11-02,73.9,1,Month-to-Month,One Line,Fiber Optic,4.0,1,0
806,7043,,Female,0,No,No,1,0,0,Bank transfer (automatic),20.95,85.5,Yes,4.1,True,True,True,False,False,0,2020-10-02,20.95,1,Month-to-Month,One Line,No Internet Service,4.0,1,0
807,7042,9995-HOTOH,Female,0,No,No,1,2,0,Mailed check,70.15,70.15,Yes,1.0,True,True,True,True,True,0,2021-01-02,70.15,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
808,19,0023-HGHWL,Male,1,No,No,0,1,0,Electronic check,25.1,25.1,Yes,1.0,False,True,False,True,False,0,2021-01-02,25.1,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
809,7023,9965-YOKZB,Male,1,No,No,2,2,0,Electronic check,83.85,790.15,Yes,9.4,False,True,True,True,True,0,2020-05-02,83.85,1,Month-to-Month,Two or More Lines,Fiber Optic,9.0,1,0
810,40,0067-DKWBL,Male,1,No,No,1,1,0,Electronic check,49.25,91.1,Yes,1.8,False,True,True,True,True,0,2021-01-02,49.25,1,Month-to-Month,One Line,DSL,2.0,1,0
811,82,0133-BMFZO,Female,0,No,No,1,2,0,Electronic check,86.25,181.65,Yes,2.1,True,True,True,True,True,0,2020-12-02,86.25,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
812,84,0135-NMXAP,Female,0,No,No,2,2,0,Bank transfer (automatic),89.75,1052.4,Yes,11.7,True,True,True,True,True,0,2020-03-02,89.75,1,Month-to-Month,Two or More Lines,Fiber Optic,12.0,1,0
813,131,0224-HJAPT,Male,0,No,No,2,1,0,Electronic check,47.15,223.15,Yes,4.7,False,True,True,True,True,0,2020-10-02,47.15,1,Month-to-Month,Two or More Lines,DSL,5.0,1,0
814,139,0231-LXVAP,Male,0,No,No,1,2,0,Electronic check,75.9,75.9,Yes,1.0,False,True,True,True,True,0,2021-01-02,75.9,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
815,6971,9894-EZEWG,Female,0,No,No,1,2,0,Credit card (automatic),74.3,74.3,Yes,1.0,True,True,True,True,True,0,2021-01-02,74.3,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
816,86,0137-OCGAB,Female,0,No,No,2,2,0,Mailed check,80.2,80.2,Yes,1.0,True,True,True,True,True,0,2021-01-02,80.2,1,Month-to-Month,Two or More Lines,Fiber Optic,1.0,1,0
817,142,0235-KGSLC,Female,0,No,No,1,2,0,Credit card (automatic),85.55,85.55,Yes,1.0,True,True,True,True,True,0,2021-01-02,85.55,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
818,143,0236-HFWSV,Male,0,No,No,2,2,0,Electronic check,93.35,1444.65,Yes,15.5,False,True,True,True,True,0,2019-11-02,93.35,1,Month-to-Month,Two or More Lines,Fiber Optic,15.0,1,0
819,6969,9889-TMAHG,Male,1,No,No,1,2,0,Credit card (automatic),100.3,832.35,Yes,8.3,False,True,True,True,True,0,2020-06-02,100.3,1,Month-to-Month,One Line,Fiber Optic,8.0,1,0
820,6966,9885-CSMWE,Female,1,No,No,1,2,0,Electronic check,78.45,78.45,Yes,1.0,True,True,True,True,True,0,2021-01-02,78.45,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
821,6962,9878-TNQGW,Male,0,No,No,1,2,0,Electronic check,80.95,171.15,Yes,2.1,False,True,True,True,True,0,2020-12-02,80.95,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
822,159,0259-GBZSH,Male,0,No,No,2,2,0,Electronic check,85.65,181.5,Yes,2.1,False,True,True,True,True,0,2020-12-02,85.65,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,1,0
823,127,0220-EBGCE,Male,0,No,No,1,2,0,Electronic check,85.85,167.3,Yes,1.9,False,True,True,True,True,0,2021-01-02,85.85,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
824,87,0137-UDEUO,Female,0,No,No,1,0,0,Mailed check,19.85,63.75,Yes,3.2,True,True,True,False,False,0,2020-11-02,19.85,1,Month-to-Month,One Line,No Internet Service,3.0,1,0
825,92,0148-DCDOS,Male,0,No,No,2,2,0,Bank transfer (automatic),94.7,2362.1,Yes,24.9,False,True,True,True,True,0,2019-02-02,94.7,1,Month-to-Month,Two or More Lines,Fiber Optic,25.0,1,0
826,93,0151-ONTOV,Female,0,No,No,1,2,0,Mailed check,70.9,70.9,Yes,1.0,True,True,True,True,True,0,2021-01-02,70.9,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
827,6992,9921-ZVRHG,Female,0,No,No,2,2,0,Electronic check,80.45,1072.0,Yes,13.3,True,True,True,True,True,0,2020-01-02,80.45,1,Month-to-Month,Two or More Lines,Fiber Optic,13.0,1,0
828,119,0207-MDKNV,Female,0,No,No,1,2,0,Electronic check,105.1,1582.75,Yes,15.1,True,True,True,True,True,0,2019-11-02,105.1,1,Month-to-Month,One Line,Fiber Optic,15.0,1,0
829,6980,9907-SWKKF,Female,1,No,No,0,1,0,Mailed check,25.05,25.05,Yes,1.0,True,True,False,True,False,0,2021-01-02,25.05,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
830,627,0923-PNFUB,Female,0,No,No,1,2,0,Electronic check,83.75,247.25,Yes,3.0,True,True,True,True,True,0,2020-12-02,83.75,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
831,519,0754-UKWQP,Male,0,No,No,1,2,0,Electronic check,95.85,197.7,Yes,2.1,False,True,True,True,True,0,2020-12-02,95.85,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
832,522,0761-AETCS,Female,0,No,No,1,0,0,Electronic check,19.3,19.3,Yes,1.0,True,True,True,False,False,0,2021-01-02,19.3,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
833,526,0772-GYEQQ,Male,0,No,No,1,2,0,Mailed check,88.35,262.05,Yes,3.0,False,True,True,True,True,0,2020-12-02,88.35,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
834,529,0778-NELLA,Male,0,No,No,0,1,0,Credit card (automatic),34.7,296.1,Yes,8.5,False,True,False,True,False,0,2020-06-02,34.7,1,Month-to-Month,No Phone Service,DSL,9.0,1,0
835,531,0781-LKXBR,Male,1,No,No,2,2,0,Electronic check,100.5,918.6,Yes,9.1,False,True,True,True,True,0,2020-05-02,100.5,1,Month-to-Month,Two or More Lines,Fiber Optic,9.0,1,0
836,6760,9600-NAXZN,Male,0,No,No,2,2,0,Electronic check,101.4,4528.0,Yes,44.7,False,True,True,True,True,0,2017-06-02,101.4,1,Month-to-Month,Two or More Lines,Fiber Optic,45.0,1,0
837,535,0786-VSSUD,Male,1,No,No,0,1,0,Mailed check,39.0,679.85,Yes,17.4,False,True,False,True,False,0,2019-09-02,39,1,Month-to-Month,No Phone Service,DSL,17.0,1,0
838,6749,9578-VRMNM,Female,0,No,No,2,1,0,Credit card (automatic),65.2,1043.35,Yes,16.0,True,True,True,True,True,0,2019-10-02,65.2,1,Month-to-Month,Two or More Lines,DSL,16.0,1,0
839,6745,9576-ANLXO,Female,0,No,No,1,2,0,Bank transfer (automatic),69.55,222.3,Yes,3.2,True,True,True,True,True,0,2020-11-02,69.55,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
840,513,0746-JTRFU,Male,0,No,No,0,1,0,Electronic check,25.05,56.35,Yes,2.2,False,True,False,True,False,0,2020-12-02,25.05,1,Month-to-Month,No Phone Service,DSL,2.0,1,0
841,487,0709-TVGUR,Female,1,No,No,2,2,0,Electronic check,74.55,622.9,Yes,8.4,True,True,True,True,True,0,2020-06-02,74.55,1,Month-to-Month,Two or More Lines,Fiber Optic,8.0,1,0
842,489,0719-SYFRB,Female,0,No,No,2,1,0,Mailed check,61.65,713.75,Yes,11.6,True,True,True,True,True,0,2020-03-02,61.65,1,Month-to-Month,Two or More Lines,DSL,12.0,1,0
843,491,0722-TROQR,Female,1,No,No,2,2,0,Electronic check,74.9,321.75,Yes,4.3,True,True,True,True,True,0,2020-10-02,74.9,1,Month-to-Month,Two or More Lines,Fiber Optic,4.0,1,0
844,6769,9611-CTWIH,Female,0,No,No,1,2,0,Electronic check,89.45,240.45,Yes,2.7,True,True,True,True,True,0,2020-12-02,89.45,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
845,503,0733-VUNUW,Male,0,No,No,2,1,0,Bank transfer (automatic),55.65,1400.55,Yes,25.2,False,True,True,True,True,0,2019-01-02,55.65,1,Month-to-Month,Two or More Lines,DSL,25.0,1,0
846,508,0742-NXBGR,Female,0,No,No,1,2,0,Electronic check,82.3,82.3,Yes,1.0,True,True,True,True,True,0,2021-01-02,82.3,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
847,555,0818-OCPZO,Male,1,No,No,2,2,0,Electronic check,81.45,2122.05,Yes,26.1,False,True,True,True,True,0,2018-12-02,81.45,1,Month-to-Month,Two or More Lines,Fiber Optic,26.0,1,0
848,597,0872-NXJYS,Female,0,No,No,1,2,0,Electronic check,79.55,723.4,Yes,9.1,True,True,True,True,True,0,2020-05-02,79.55,1,Month-to-Month,One Line,Fiber Optic,9.0,1,0
849,598,0875-CABNR,Female,1,No,No,1,2,0,Credit card (automatic),84.6,865.55,Yes,10.2,True,True,True,True,True,0,2020-04-02,84.6,1,Month-to-Month,One Line,Fiber Optic,10.0,1,0
850,599,0876-WDUUZ,Female,0,No,No,1,2,0,Credit card (automatic),85.4,425.9,Yes,5.0,True,True,True,True,True,0,2020-10-02,85.4,1,Month-to-Month,One Line,Fiber Optic,5.0,1,0
851,603,0883-EIBTI,Female,0,No,No,1,0,0,Mailed check,19.5,31.55,Yes,1.6,True,True,True,False,False,0,2021-01-02,19.5,1,Month-to-Month,One Line,No Internet Service,2.0,1,0
852,606,0887-HJGAR,Male,0,No,No,1,1,0,Mailed check,45.7,45.7,Yes,1.0,False,True,True,True,True,0,2021-01-02,45.7,1,Month-to-Month,One Line,DSL,1.0,1,0
853,6716,9540-JYROE,Male,0,No,No,1,2,0,Mailed check,70.1,551.35,Yes,7.9,False,True,True,True,True,0,2020-07-02,70.1,1,Month-to-Month,One Line,Fiber Optic,8.0,1,0
854,557,0822-GAVAP,Female,0,No,No,0,1,0,Electronic check,34.7,62.25,Yes,1.8,True,True,False,True,False,0,2021-01-02,34.7,1,Month-to-Month,No Phone Service,DSL,2.0,1,0
855,6710,9530-EHPOH,Male,0,No,No,2,1,0,Electronic check,53.75,608.0,Yes,11.3,False,True,True,True,True,0,2020-03-02,53.75,1,Month-to-Month,Two or More Lines,DSL,11.0,1,0
856,6708,9526-JAWYF,Male,0,No,No,1,2,0,Electronic check,89.8,2335.3,Yes,26.0,False,True,True,True,True,0,2018-12-02,89.8,1,Month-to-Month,One Line,Fiber Optic,26.0,1,0
857,6707,9526-BIHHD,Male,0,No,No,0,1,0,Mailed check,29.7,29.7,Yes,1.0,False,True,False,True,False,0,2021-01-02,29.7,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
858,6706,9524-EGPJC,Female,0,No,No,2,2,0,Electronic check,90.1,1612.75,Yes,17.9,True,True,True,True,True,0,2019-09-02,90.1,1,Month-to-Month,Two or More Lines,Fiber Optic,18.0,1,0
859,6720,9546-CQJSU,Female,0,No,No,2,2,0,Electronic check,91.4,193.6,Yes,2.1,True,True,True,True,True,0,2020-12-02,91.4,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,1,0
860,559,0823-HSCDJ,Male,1,No,No,0,1,0,Electronic check,49.15,2550.9,Yes,51.9,False,True,False,True,False,0,2016-11-02,49.15,1,Month-to-Month,No Phone Service,DSL,52.0,1,0
861,6733,9564-KCLHR,Male,0,No,No,1,1,0,Mailed check,51.25,51.25,Yes,1.0,False,True,True,True,True,0,2021-01-02,51.25,1,Month-to-Month,One Line,DSL,1.0,1,0
862,573,0841-NULXI,Male,0,No,No,0,1,0,Electronic check,35.55,35.55,Yes,1.0,False,True,False,True,False,0,2021-01-02,35.55,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
863,575,0843-WTBXE,Male,0,No,No,2,2,0,Bank transfer (automatic),85.45,4517.25,Yes,52.9,False,True,True,True,True,0,2016-10-02,85.45,1,Month-to-Month,Two or More Lines,Fiber Optic,53.0,1,0
864,592,0870-VEMYL,Female,0,No,No,1,1,0,Credit card (automatic),53.85,259.8,Yes,4.8,True,True,True,True,True,0,2020-10-02,53.85,1,Month-to-Month,One Line,DSL,5.0,1,0
865,478,0697-ZMSWS,Male,0,No,No,2,2,0,Electronic check,85.65,338.9,Yes,4.0,False,True,True,True,True,0,2020-11-02,85.65,1,Month-to-Month,Two or More Lines,Fiber Optic,4.0,1,0
866,6837,9710-ZUSHQ,Female,1,No,No,2,2,0,Bank transfer (automatic),106.75,4056.75,Yes,38.0,True,True,True,True,True,0,2017-12-02,106.75,1,Month-to-Month,Two or More Lines,Fiber Optic,38.0,1,0
867,6853,9734-YWGEX,Female,0,No,No,2,2,0,Credit card (automatic),98.3,923.5,Yes,9.4,True,True,True,True,True,0,2020-05-02,98.3,1,Month-to-Month,Two or More Lines,Fiber Optic,9.0,1,0
868,6852,9734-UYXQI,Female,0,No,No,2,1,0,Electronic check,49.4,106.55,Yes,2.2,True,True,True,True,True,0,2020-12-02,49.4,1,Month-to-Month,Two or More Lines,DSL,2.0,1,0
869,359,0529-ONKER,Male,1,No,No,2,2,0,Electronic check,75.65,1146.65,Yes,15.2,False,True,True,True,True,0,2019-11-02,75.65,1,Month-to-Month,Two or More Lines,Fiber Optic,15.0,1,0
870,6850,9732-KPKBW,Male,0,No,No,1,1,0,Electronic check,53.95,53.95,Yes,1.0,False,True,True,True,True,0,2021-01-02,53.95,1,Month-to-Month,One Line,DSL,1.0,1,0
871,6847,9728-FTTVZ,Female,0,No,No,1,2,0,Electronic check,69.2,69.2,Yes,1.0,True,True,True,True,True,0,2021-01-02,69.2,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
872,354,0519-XUZJU,Female,0,No,No,1,2,0,Mailed check,70.75,70.75,Yes,1.0,True,True,True,True,True,0,2021-01-02,70.75,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
873,379,0564-JJHGS,Male,0,No,No,2,2,0,Electronic check,95.5,829.1,Yes,8.7,False,True,True,True,True,0,2020-06-02,95.5,1,Month-to-Month,Two or More Lines,Fiber Optic,9.0,1,0
874,335,0495-RVCBF,Female,0,No,No,1,2,0,Electronic check,79.7,79.7,Yes,1.0,True,True,True,True,True,0,2021-01-02,79.7,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
875,319,0475-RIJEP,Male,0,No,No,2,2,0,Electronic check,77.85,3365.85,Yes,43.2,False,True,True,True,True,0,2017-07-02,77.85,1,Month-to-Month,Two or More Lines,Fiber Optic,43.0,1,0
876,6872,9763-PDTKK,Female,0,No,No,1,2,0,Bank transfer (automatic),94.4,387.2,Yes,4.1,True,True,True,True,True,0,2020-10-02,94.4,1,Month-to-Month,One Line,Fiber Optic,4.0,1,0
877,332,0488-GSLFR,Female,0,No,No,1,2,0,Electronic check,69.5,69.5,Yes,1.0,True,True,True,True,True,0,2021-01-02,69.5,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
878,352,0516-WJVXC,Female,0,No,No,1,1,0,Electronic check,54.2,308.25,Yes,5.7,True,True,True,True,True,0,2020-09-02,54.2,1,Month-to-Month,One Line,DSL,6.0,1,0
879,338,0504-HHAPI,Female,1,No,No,2,2,0,Credit card (automatic),88.3,2467.75,Yes,27.9,True,True,True,True,True,0,2018-11-02,88.3,1,Month-to-Month,Two or More Lines,Fiber Optic,28.0,1,0
880,340,0506-LVNGN,Female,1,No,No,1,2,0,Credit card (automatic),75.55,349.65,Yes,4.6,True,True,True,True,True,0,2020-10-02,75.55,1,Month-to-Month,One Line,Fiber Optic,5.0,1,0
881,6862,9747-DDZOS,Female,0,No,No,1,2,0,Bank transfer (automatic),73.5,73.5,Yes,1.0,True,True,True,True,True,0,2021-01-02,73.5,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
882,344,0511-JTEOY,Female,0,No,No,1,2,0,Mailed check,71.1,71.1,Yes,1.0,True,True,True,True,True,0,2021-01-02,71.1,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
883,398,0587-DMGBH,Female,0,No,No,1,1,0,Electronic check,49.85,365.55,Yes,7.3,True,True,True,True,True,0,2020-07-02,49.85,1,Month-to-Month,One Line,DSL,7.0,1,0
884,445,0655-RBDUG,Male,0,No,No,2,2,0,Bank transfer (automatic),98.05,713.0,Yes,7.3,False,True,True,True,True,0,2020-07-02,98.05,1,Month-to-Month,Two or More Lines,Fiber Optic,7.0,1,0
885,451,0661-XEYAN,Female,1,No,No,0,1,0,Mailed check,25.8,25.8,Yes,1.0,True,True,False,True,False,0,2021-01-02,25.8,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
886,6790,9637-EIHEQ,Female,0,No,No,1,1,0,Electronic check,50.8,50.8,Yes,1.0,True,True,True,True,True,0,2021-01-02,50.8,1,Month-to-Month,One Line,DSL,1.0,1,0
887,469,0685-MLYYM,Female,1,No,No,1,2,0,Electronic check,70.75,154.85,Yes,2.2,True,True,True,True,True,0,2020-12-02,70.75,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
888,6780,9625-QSTYE,Female,0,No,No,1,2,0,Electronic check,81.15,952.3,Yes,11.7,True,True,True,True,True,0,2020-03-02,81.15,1,Month-to-Month,One Line,Fiber Optic,12.0,1,0
889,472,0689-NKYLF,Male,0,No,No,1,2,0,Electronic check,83.2,1060.6,Yes,12.7,False,True,True,True,True,0,2020-02-02,83.2,1,Month-to-Month,One Line,Fiber Optic,13.0,1,0
890,437,0639-TSIQW,Female,0,No,No,2,2,0,Credit card (automatic),102.95,6886.25,Yes,66.9,True,True,True,True,True,0,2015-08-02,102.95,1,Month-to-Month,Two or More Lines,Fiber Optic,67.0,1,0
891,436,0637-YLETY,Female,0,No,No,2,2,0,Credit card (automatic),95.6,1555.65,Yes,16.3,True,True,True,True,True,0,2019-10-02,95.6,1,Month-to-Month,Two or More Lines,Fiber Optic,16.0,1,0
892,6823,9692-TUSXH,Female,0,No,No,1,2,0,Electronic check,96.05,1740.7,Yes,18.1,True,True,True,True,True,0,2019-08-02,96.05,1,Month-to-Month,One Line,Fiber Optic,18.0,1,0
893,6821,9689-PTNPG,Male,0,No,No,1,2,0,Electronic check,80.25,144.55,Yes,1.8,False,True,True,True,True,0,2021-01-02,80.25,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
894,6819,9685-WKZGT,Male,1,No,No,2,2,0,Electronic check,74.95,1036.75,Yes,13.8,False,True,True,True,True,0,2020-01-02,74.95,1,Month-to-Month,Two or More Lines,Fiber Optic,14.0,1,0
895,6818,9681-OXGVC,Female,0,No,No,2,2,0,Electronic check,100.5,514.0,Yes,5.1,True,True,True,True,True,0,2020-09-02,100.5,1,Month-to-Month,Two or More Lines,Fiber Optic,5.0,1,0
896,412,0612-RTZZA,Female,1,No,No,0,1,0,Electronic check,25.25,25.25,Yes,1.0,True,True,False,True,False,0,2021-01-02,25.25,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
897,6809,9667-EQRXU,Female,1,No,No,0,1,0,Electronic check,40.3,1172.95,Yes,29.1,True,True,False,True,False,0,2018-09-02,40.3,1,Month-to-Month,No Phone Service,DSL,29.0,1,0
898,6806,9661-ACXBS,Female,0,No,No,2,2,0,Electronic check,105.2,4400.75,Yes,41.8,True,True,True,True,True,0,2017-09-02,105.2,1,Month-to-Month,Two or More Lines,Fiber Optic,42.0,1,0
899,425,0621-TWIEM,Male,0,No,No,1,1,0,Electronic check,45.55,402.6,Yes,8.8,False,True,True,True,True,0,2020-06-02,45.55,1,Month-to-Month,One Line,DSL,9.0,1,0
900,428,0623-IIHUG,Female,1,No,No,0,1,0,Electronic check,41.9,840.1,Yes,20.1,True,True,False,True,False,0,2019-06-02,41.9,1,Month-to-Month,No Phone Service,DSL,20.0,1,0
901,6803,9658-WYUFB,Female,0,No,No,2,2,0,Electronic check,94.4,1617.5,Yes,17.1,True,True,True,True,True,0,2019-09-02,94.4,1,Month-to-Month,Two or More Lines,Fiber Optic,17.0,1,0
902,432,0634-SZPQA,Female,0,No,No,2,2,0,Bank transfer (automatic),90.05,2169.8,Yes,24.1,True,True,True,True,True,0,2019-02-02,90.05,1,Month-to-Month,Two or More Lines,Fiber Optic,24.0,1,0
903,434,0637-KVDLV,Male,0,No,No,2,2,0,Electronic check,76.5,162.45,Yes,2.1,False,True,True,True,True,0,2020-12-02,76.5,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,1,0
904,4575,6457-GIRWB,Male,0,No,No,1,2,0,Electronic check,69.35,69.35,Yes,1.0,False,True,True,True,True,0,2021-01-02,69.35,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
905,1832,2672-DZUOY,Male,0,No,No,0,1,0,Electronic check,25.15,25.15,Yes,1.0,False,True,False,True,False,0,2021-01-02,25.15,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
906,1833,2672-HUYVI,Female,0,No,No,1,2,0,Electronic check,91.1,455.3,Yes,5.0,True,True,True,True,True,0,2020-10-02,91.1,1,Month-to-Month,One Line,Fiber Optic,5.0,1,0
907,1493,2202-CUYXZ,Male,0,No,No,1,2,0,Electronic check,84.85,84.85,Yes,1.0,False,True,True,True,True,0,2021-01-02,84.85,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
908,1393,2058-DCJBE,Male,0,No,No,1,2,0,Electronic check,69.75,324.6,Yes,4.7,False,True,True,True,True,0,2020-10-02,69.75,1,Month-to-Month,One Line,Fiber Optic,5.0,1,0
